,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
801,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800654,Sample-Routine,Water,2018-01-30,USGS-400806105474700,,50,Point sample,Lead,0.010,ug/l,Preliminary,Estimated,,PLM67,USGS,"Metals, wf,ICP-MS(200.8; CO WSC)",Laboratory Reporting Level,0.03,ug/l,NWIS,0.01,0.01,"LAKE GRANBY (EAST) NEAR GRANBY, CO","Lake, Reservoir, Impoundment",40.1349859,-105.796954,8.0,49.0,1,POINT (-105.796954 40.1349859)
802,USGS-TX,USGS Texas Water Science Center,nwistx.01.01800965,Sample-Routine,Water,2018-01-31,USGS-08064700,,40,Multiple verticals,Lead,0.032,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.032,0.032,"Tehuacana Ck nr Streetman, TX",Stream,31.8484964,-96.2899755,48.0,161.0,1,POINT (-96.2899755 31.8484964)
803,USGS-TX,USGS Texas Water Science Center,nwistx.01.01800964,Sample-Routine,Water,2018-01-31,USGS-08064100,,40,Multiple verticals,Lead,0.020,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.02,0.02,"Chambers Ck nr Rice, TX",Stream,32.1984823,-96.5202639,48.0,349.0,1,POINT (-96.5202639 32.1984823)
804,USGS-MO,USGS Missouri Water Science Center,nwismo.01.01800388,Sample-Routine,Water,2018-01-31,USGS-07068000,,40,Multiple verticals,Lead,0.13,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.13,0.13,"Current River at Doniphan, MO",Stream,36.6220029,-90.8476225,29.0,181.0,1,POINT (-90.8476225 36.6220029)
805,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800549,Sample-Routine,Water,2018-01-31,USGS-09014000,,50,Point sample,Lead,0.011,ug/l,Preliminary,Estimated,,PLM67,USGS,"Metals, wf,ICP-MS(200.8; CO WSC)",Laboratory Reporting Level,0.03,ug/l,NWIS,0.011,0.011,"GRAND LAKE OUTLET AT GRAND LAKE, CO.",Stream,40.244707399999996,-105.82640049999999,8.0,49.0,1,POINT (-105.8264005 40.2447074)
806,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2199634,Sample-Routine,Water,2018-01-31,21PA_WQX-WQN0203,WQN,001,Water Grab Sample,Lead,0.271,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,0.271,0.271,SUSQUEHANNA RIVER,River/Stream,40.8514,-76.8069,42.0,97.0,1,POINT (-76.8069 40.8514)
807,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800552,Sample-Routine,Water,2018-01-31,USGS-09013900,,50,Point sample,Lead,0.008,ug/l,Preliminary,Estimated,,PLM67,USGS,"Metals, wf,ICP-MS(200.8; CO WSC)",Laboratory Reporting Level,0.03,ug/l,NWIS,0.008,0.008,"GRAND LAKE AT GRAND LAKE, CO.","Lake, Reservoir, Impoundment",40.2433185,-105.81362220000001,8.0,49.0,1,POINT (-105.8136222 40.2433185)
808,21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-134421-625,Sample-Routine,Water,2018-01-31,21MSWQ_WQX-02436500,AMB18,Grab-DTSC,Grab-Direct to Sample Container,Lead,.63,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.63,0.63,TOWN CREEK,River/Stream,34.05916667,-88.62799999999999,28.0,95.0,1,POINT (-88.62799999999999 34.05916667)
810,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20183027004-20180131_S-ROUTINE,Sample-Routine,Water,2018-01-31,21COL001_WQX-5870E,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.26,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.05,ug/l,STORET,0.26,0.26,HANKINS GULCH GULCH AT MOUTH,River/Stream,39.17308,-105.37835,8.0,59.0,1,POINT (-105.37835 39.17308)
811,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20183022004-20180131_S-ROUTINE,Sample-Routine,Water,2018-01-31,21COL001_WQX-5870,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.077,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.05,ug/l,STORET,0.077,0.077,GOOSE CREEK AT FR 211 NR GOOSE CREEK CG NR CHEESEMAN RES.,River/Stream,39.17147,-105.36055,8.0,59.0,1,POINT (-105.36055 39.17147)
812,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800591,Sample-Routine,Water,2018-01-31,USGS-401428105481601,,50,Point sample,Lead,0.006,ug/l,Preliminary,Estimated,,PLM67,USGS,"Metals, wf,ICP-MS(200.8; CO WSC)",Laboratory Reporting Level,0.03,ug/l,NWIS,0.006,0.006,"GRAND LAKE NR ADAMS TUNNEL W. PORTAL, GRAND LK, CO","Lake, Reservoir, Impoundment",40.241111100000005,-105.80444440000001,8.0,49.0,1,POINT (-105.8044444 40.2411111)
813,USGS-CA,USGS California Water Science Center,nwisca.01.01801531,Sample-Routine,Water,2018-01-31,USGS-344815116373701,,4040,Submersible pump,Lead,0.037,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.037,0.037,008N003E12D005S,Well,34.804083299999995,-116.62705559999999,6.0,71.0,1,POINT (-116.6270556 34.80408329999999)
814,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01802189,Sample-Routine,Water,2018-01-31,USGS-01534000,,USGS,USGS,Lead,0.23,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,0.23,0.23,"Tunkhannock Creek near Tunkhannock, PA",Stream,41.5584101,-75.89464170000001,42.0,131.0,1,POINT (-75.89464170000001 41.5584101)
815,21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-134465-625,Sample-Routine,Water,2018-01-31,21MSWQ_WQX-07268000,AMB18,Grab-DTSC,Grab-Direct to Sample Container,Lead,.52,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.52,0.52,LITTLE TALLAHATCHIE RIVER,River/Stream,34.48233333,-89.22433333,28.0,145.0,1,POINT (-89.22433332999999 34.48233333)
817,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2191859,Sample-Routine,Water,2018-01-31,21PA_WQX-WQN0317,WQN,001,Water Grab Sample,Lead,0.225,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,0.225,0.225,TUNKHANNOCK CREEK,River/Stream,41.5572,-75.8942,42.0,131.0,1,POINT (-75.8942 41.5572)
819,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,21SC60WQ_WQX-AE06908,Sample-Routine,Water,2018-01-31,21SC60WQ_WQX-CW-016,SWS-2018,Sample-Routine,Sample-Routine,Lead,0.014,mg/l,Final,Actual,,200.7,USEPA,Metals in Water by ICP-AES,Lower Reporting Limit,0.002,mg/l,STORET,0.014,14.0,CATAWBA RVR AT SC 9 AT FT LAWN,River/Stream,34.7083234,-80.8675614,45.0,23.0,1,POINT (-80.8675614 34.7083234)
821,USGS-CA,USGS California Water Science Center,nwisca.01.01801532,Sample-Routine,Water,2018-01-31,USGS-345753116404101,,4040,Submersible pump,Lead,0.169,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.169,0.169,010N003E21D002S,Well,34.950694399999996,-116.67758329999998,6.0,71.0,1,POINT (-116.6775833 34.9506944)
822,USGS-MO,USGS Missouri Water Science Center,nwismo.01.01800382,Sample-Routine,Water,2018-01-31,USGS-06906000,,70,Grab sample  (dip),Lead,0.16,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.16,0.16,"Mussel Fork near Musselfork, MO",Stream,39.5235278,-92.94963890000001,29.0,41.0,1,POINT (-92.94963890000001 39.5235278)
823,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801346,Sample-Routine,Water,2018-01-31,USGS-01553990,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.27,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,0.27,0.27,"Susquehanna River above Dam at Sunbury, PA",Stream,40.8528628,-76.8024666,42.0,97.0,1,POINT (-76.8024666 40.8528628)
824,USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01800074,Sample-Routine,Water,2018-01-31,USGS-355254112054901,,4100,Flowing well,Lead,0.0220,ug/l,Preliminary,Actual,0.001,PLM72,USGS,"Trace metals, w, ICP/MS (TMCO)",,,,NWIS,0.022,0.022,A-29-03 20CBA1 [CANYON MINE OBSERVATION WELL],Well,35.881544399999996,-112.0968139,4.0,5.0,1,POINT (-112.0968139 35.8815444)
825,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-595.026M,Sample-Routine,Water,2018-02-01,CORIVWCH_WQX-595,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Government Draw - Abv Long Hollow Res,River/Stream,37.071942,-108.165594,8.0,67.0,2,POINT (-108.165594 37.071942)
826,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-902.181M,Sample-Routine,Water,2018-02-01,CORIVWCH_WQX-902,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,La Plata - Hwy 140,River/Stream,37.0511,-108.1822,8.0,67.0,2,POINT (-108.1822 37.0511)
827,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01800304,Sample-Routine,Water,2018-02-01,USGS-01192704,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.079,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.079,0.079,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,Stream,41.6081545,-72.7150953,9.0,3.0,2,POINT (-72.7150953 41.6081545)
828,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2853061.24,Quality Control Sample-Equipment Blank,Water,2018-02-01,21VASWCB-4ADAN075.22,14023.DR,14023,Dan River Fly Ash Spill,Lead,.1,ug/l,Accepted,Actual,,1638,USEPA,Trace Elements in Water by ICP/MS,,,,STORET,0.1,0.1,RT. 880 BRIDGE AT STATE LINE,River/Stream,36.5417,-79.6052,51.0,143.0,2,POINT (-79.6052 36.5417)
829,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-604.027M,Sample-Routine,Water,2018-02-01,CORIVWCH_WQX-604,1,SM 1060B,SM 1060B,Lead,6,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,6.0,6.0,Long Hollow Cr - Abv Long Hollow Res,River/Stream,37.066683000000005,-108.151898,8.0,67.0,2,POINT (-108.151898 37.066683)
830,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2853058.24,Quality Control Sample-Equipment Blank,Water,2018-02-01,21VASWCB-4ADAN059.97,14023.DR,14023,Dan River Fly Ash Spill,Lead,.1,ug/l,Accepted,Actual,,1638,USEPA,Trace Elements in Water by ICP/MS,,,,STORET,0.1,0.1,Dan R 0.13 miles US of Schoolfield Dam,River/Stream Perennial,36.5759,-79.4339,51.0,590.0,2,POINT (-79.43389999999999 36.5759)
831,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2853054.4,Sample-Routine,Water,2018-02-01,21VASWCB-4ADAN028.90,14023.DR,14023,Dan River Fly Ash Spill,Lead,.2,ug/l,Accepted,Actual,,1638,USEPA,Trace Elements in Water by ICP/MS,,,,STORET,0.2,0.2,RT. 658 AT PACES,River/Stream,36.6425,-79.0897,51.0,83.0,2,POINT (-79.08969999999999 36.6425)
832,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2853056.24,Quality Control Sample-Equipment Blank,Water,2018-02-01,21VASWCB-4ADAN042.80,14023.DR,14023,Dan River Fly Ash Spill,Lead,.1,ug/l,Accepted,Actual,,1638,USEPA,Trace Elements in Water by ICP/MS,,,,STORET,0.1,0.1,RT. 62 AT VA. - N.C. STATE LINE,River/Stream,36.5409,-79.2144,37.0,33.0,2,POINT (-79.2144 36.5409)
833,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-85.102M,Sample-Routine,Water,2018-02-01,CORIVWCH_WQX-85,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Long Hollow Cr - Abv Conf La Plata,River/Stream,37.05330036,-108.18182820000001,8.0,67.0,2,POINT (-108.1818282 37.05330036)
837,USGS-MO,USGS Missouri Water Science Center,nwismo.01.01800386,Sample-Routine,Water,2018-02-01,USGS-07046250,,40,Multiple verticals,Lead,0.036,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.036,0.036,"Little River Ditches near Rives, MO",Stream,36.0903463,-90.07981529999999,29.0,69.0,2,POINT (-90.07981529999999 36.0903463)
839,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01800305,Sample-Routine,Water,2018-02-01,USGS-01184490,,40,Multiple verticals,Lead,0.031,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.031,0.031,"BROAD BROOK AT BROAD BROOK, CT",Stream,41.9138972,-72.5497,9.0,3.0,2,POINT (-72.5497 41.9138972)
840,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800542,Sample-Routine,Water,2018-02-01,USGS-401331105501401,,50,Point sample,Lead,0.019,ug/l,Preliminary,Estimated,,PLM67,USGS,"Metals, wf,ICP-MS(200.8; CO WSC)",Laboratory Reporting Level,0.03,ug/l,NWIS,0.019,0.019,"SHADOW MOUNTAIN LAKE NEAR MIDLAKE NEAR GRAND LK, C","Lake, Reservoir, Impoundment",40.2252778,-105.83722220000001,8.0,49.0,2,POINT (-105.8372222 40.2252778)
841,USGS-CA,USGS California Water Science Center,nwisca.01.01801530,Sample-Routine,Water,2018-02-01,USGS-344550117202601,,4040,Submersible pump,Lead,1.08,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,1.08,1.08,008N004W19P006S,Well,34.76394439999999,-117.34058329999999,6.0,71.0,2,POINT (-117.3405833 34.76394439999999)
843,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-93.346M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-93,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Animas - Weaselskin,River/Stream,37.15185256,-107.8847621,8.0,67.0,2,POINT (-107.8847621 37.15185256)
844,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-103.359M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-103,1,SM 1060B,SM 1060B,Lead,5,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,5.0,5.0,Animas - 13th St Br,River/Stream,37.811,-107.6589,8.0,111.0,2,POINT (-107.6589 37.811)
845,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3611.152M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-3611,1,SM 1060B,SM 1060B,Lead,5,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,5.0,5.0,Animas - A72,River/Stream,37.78993,-107.66756000000001,8.0,111.0,2,POINT (-107.66756 37.78993)
846,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-104.359M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-104,1,SM 1060B,SM 1060B,Lead,5,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,5.0,5.0,Mineral Cr - Abv Conf Animas,River/Stream,37.80291584,-107.67276890000001,8.0,111.0,2,POINT (-107.6727689 37.80291584)
847,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-88.334M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-88,1,SM 1060B,SM 1060B,Lead,11,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,11.0,11.0,Animas - Baker's Br,River/Stream,37.4581,-107.8001,8.0,67.0,2,POINT (-107.8001 37.4581)
848,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-89.362M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-89,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Animas - Trimble Lane Br,River/Stream,37.38504872,-107.8366753,8.0,67.0,2,POINT (-107.8366753 37.38504872)
849,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-323.296M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-323,1,SM 1060B,SM 1060B,Lead,21,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,21.0,21.0,Cement Cr - Cement Cr,River/Stream,37.8159,-107.6618,8.0,111.0,2,POINT (-107.6618 37.8159)
850,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3579.166M,Sample-Routine,Water,2018-02-02,CORIVWCH_WQX-3579,1,SM 1060B,SM 1060B,Lead,9,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,9.0,9.0,Animas - Above A72,River/Stream,37.7942,-107.66893999999999,8.0,111.0,2,POINT (-107.66894 37.7942)
851,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3586.209M,Sample-Routine,Water,2018-02-03,CORIVWCH_WQX-3586,1,SM 1060B,SM 1060B,Lead,8,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,8.0,8.0,Uncompahgre - USGS Gauge,River/Stream,38.0359,-107.6789,8.0,91.0,2,POINT (-107.6789 38.0359)
852,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800578,Sample-Composite Without Parents,Water,2018-02-03,USGS-02205865,,50,Point sample,Lead,4.7,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,4.7,4.7,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA",Stream,33.9411111,-84.1077778,13.0,135.0,2,POINT (-84.10777779999999 33.9411111)
853,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-4134.132M,Sample-Routine,Water,2018-02-03,CORIVWCH_WQX-4134,1,SM 1060B,SM 1060B,Lead,8,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,8.0,8.0,Canyon Cr - Campbird Rd (FS 853),River/Stream,38.0022,-107.694,8.0,91.0,2,POINT (-107.694 38.0022)
854,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-95.255M,Sample-Routine,Water,2018-02-03,CORIVWCH_WQX-95,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,San Juan - Resort Br,River/Stream,37.33365306,-106.94297759999998,8.0,7.0,2,POINT (-106.9429776 37.33365306)
855,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3580.160M,Sample-Routine,Water,2018-02-03,CORIVWCH_WQX-3580,1,SM 1060B,SM 1060B,Lead,66,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,66.0,66.0,Red Mtn Cr - Idarado Compliance,River/Stream,37.9382,-107.6729,8.0,91.0,2,POINT (-107.6729 37.9382)
856,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800580,Sample-Composite Without Parents,Water,2018-02-04,USGS-02207385,,50,Point sample,Lead,7.4,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,7.4,7.4,"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",Stream,33.8152778,-83.99,13.0,135.0,2,POINT (-83.98999999999999 33.8152778)
857,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800584,Sample-Composite Without Parents,Water,2018-02-04,USGS-02334885,,50,Point sample,Lead,10,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,10.0,10.0,"SUWANEE CREEK AT SUWANEE, GA",Stream,34.0325,-84.08888890000001,13.0,135.0,2,POINT (-84.08888890000001 34.0325)
858,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800583,Sample-Composite Without Parents,Water,2018-02-04,USGS-02334480,,50,Point sample,Lead,33,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,33.0,33.0,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",Stream,34.1325,-84.07,13.0,135.0,2,POINT (-84.06999999999999 34.1325)
859,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800585,Sample-Composite Without Parents,Water,2018-02-04,USGS-02218565,,50,Point sample,Lead,18,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,18.0,18.0,"APALACHEE RIVER AT FENCE ROAD, NEAR DACULA, GA",Stream,34.0102778,-83.8941667,13.0,135.0,2,POINT (-83.8941667 34.0102778)
860,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800582,Sample-Composite Without Parents,Water,2018-02-04,USGS-02217274,,50,Point sample,Lead,18,ug/l,Preliminary,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,18.0,18.0,"WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",Stream,34.082222200000004,-83.8544444,13.0,135.0,2,POINT (-83.85444440000001 34.0822222)
861,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800581,Sample-Composite Without Parents,Water,2018-02-04,USGS-02208150,,50,Point sample,Lead,17,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,17.0,17.0,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",Stream,33.9169444,-83.8880556,13.0,135.0,2,POINT (-83.8880556 33.9169444)
862,USGS-SC,USGS South Carolina Water Science Center,nwissc.01.01800051,Sample-Routine,Water,2018-02-04,USGS-332452082085100,,30,Single vertical,Lead,3.58,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,3.58,3.58,"SWR11-3 Fort Gordon, GA",Facility: Outfall,33.414444399999994,-82.1475,13.0,245.0,2,POINT (-82.14749999999999 33.41444439999999)
863,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01800579,Sample-Composite Without Parents,Water,2018-02-04,USGS-02207185,,50,Point sample,Lead,4.5,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,4.5,4.5,"NO BUSINESS CREEK AT LEE ROAD, BELOW SNELLVILLE,GA",Stream,33.7775,-84.03777779999999,13.0,135.0,2,POINT (-84.03777779999999 33.7775)
864,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,21SC60WQ_WQX-AE07050,Sample-Routine,Water,2018-02-05,21SC60WQ_WQX-B-044,SWS-2018,Sample-Routine,Sample-Routine,Lead,0.0068,mg/l,Final,Actual,,200.7,USEPA,Metals in Water by ICP-AES,Lower Reporting Limit,0.002,mg/l,STORET,0.0068,6.8,BROAD RVR AT SC 211 12 MI SE OF GAFFNEY,River/Stream,34.937534,-81.47996529999999,45.0,21.0,2,POINT (-81.47996529999999 34.937534)
865,MIDNITE_2,Midnite Mine Environmental Data,MIDNITE_2-MMES/SW/01-020518,Sample-Routine,Water,2018-02-05,MIDNITE_2-ES,MM_SMP,MM-SMP-SOP,MM-SMP-SOP,Lead,0.00592,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.00034,mg/l,STORET,0.00592,5.92,East Seep,Seep,47.9369521,-118.0896568,53.0,65.0,2,POINT (-118.0896568 47.9369521)
866,MIDNITE_2,Midnite Mine Environmental Data,MIDNITE_2-MMBP/SW/01-020518,Sample-Routine,Water,2018-02-05,MIDNITE_2-BP,MM_SMP,MM-SMP-SOP,MM-SMP-SOP,Lead,0.0017,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.00034,mg/l,STORET,0.0017,1.7,Blood Pool Seep,Seep,47.939651399999995,-118.08813549999999,53.0,65.0,2,POINT (-118.0881355 47.9396514)
